ID_x,Title,AddressLine1,Town,Postcode,CountryID,Country,Latitude,Longitude,AccessComments,RelatedURL,Distance,DistanceUnit,UUID,StateOrProvince,ContactTelephone1,AddressLine2,ContactTelephone2,ContactEmail,ID_y,ConnectionTypeID,ConnectionType,Reference,StatusTypeID,StatusType,LevelID,Level,Amps,Voltage,PowerKW,CurrentTypeID,CurrentType,Name,Quantity,Comments
15224,Circle K Dublin Port,Bond Drive Ext.,Dublin,D03 W0Y8,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.353856,-6.212747,24 Hour Access. Max stay of 1 hour.,,3.1888365923082285,1,E02DEC0B-FFE3-43E2-A30F-B7C68A6D9692,,,North Dock,,,233664,25,"{'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}",C8MFR,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",2.0,"{'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}",,,22.0,20.0,"{'Description': 'Alternating Current - Three Phase', 'ID': 20, 'Title': 'AC (Three-Phase)'}",CHAdeMO,1.0,
171666,Tesco Metro,167 Rathmines Road Upper,Dublin,6,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.321281,-6.266322,,,3.196745230525171,1,54A82BD2-6AFB-4330-9E87-90758954199F,,+35312583799,Rathmines,,,261832,25,"{'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",2.0,"{'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}",32.0,400.0,22.0,20.0,"{'Description': 'Alternating Current - Three Phase', 'ID': 20, 'Title': 'AC (Three-Phase)'}",Type 2 (Socket Only),2.0,
161869,Griffith Avenue,Griffith Avenue,Dublin,D09 PX93,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.37832427309036,-6.270762099626836,EO Charging Point is located at rear of Siemens building on the campus,,3.2461489990349763,1,595F66EF-3CD1-467F-8511-052C06301EA0,County Dublin,,,,,232430,25,"{'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",2.0,"{'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}",,,,,,Type 2 (Socket Only),,
24740,Hilton Dublin Kilmainham,South Circular Road,Dublin,,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.3425083,-6.30836660018201,Charger is in the public car park under the hotel. You do not need to be a guest of the hotel to use the car park or the charger. Hotel parking - turn right at the bottom of the ramp and through the barriers. Charger is on the wall at the back of the hilton car parking area.,,3.291610437672605,1,A474BA26-24F6-4FA4-BECF-CE5FA617BFFF,County Dublin,,Kilmainham,,,26581,1,"{'FormalName': 'SAE J1772-2009', 'ID': 1, 'Title': 'Type 1 (J1772)'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",2.0,"{'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}",16.0,230.0,7.2,10.0,"{'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}",Type 1 (J1772),1.0,
127688,Belmont Avenue,Dublin 4,County Dublin,,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.322343,-6.238683,,,3.3744147018573827,1,F9F8F3CE-FB77-4003-B650-EB151898EF78,,,,,,178300,25,"{'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",2.0,"{'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}",32.0,400.0,22.0,20.0,"{'Description': 'Alternating Current - Three Phase', 'ID': 20, 'Title': 'AC (Three-Phase)'}",Type 2 (Socket Only),2.0,
66840,Crumlin Road,Crumlin Road,Dublin,,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.329905,-6.299208,,,3.4008159378426304,1,30FE392E-2486-468E-91F9-2AB72EA70BD7,County Dublin,,,,,91882,25,"{'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",2.0,"{'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}",32.0,400.0,22.0,20.0,"{'Description': 'Alternating Current - Three Phase', 'ID': 20, 'Title': 'AC (Three-Phase)'}",Type 2 (Socket Only),2.0,
15433,Bewleys Hotel Ballsbridge,"Bewleys Hotel Ballsbridge, Merrion Road, Ballsbridge, Dublin 2",Dublin,,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.325669,-6.22515,,,3.5570064341923926,1,F3DEB45F-7261-48D4-95AA-726EC4795DBA,,,,,,91731,25,"{'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",2.0,"{'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}",16.0,230.0,3.7,10.0,"{'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}",Type 2 (Socket Only),1.0,
66860,Clontarf Castle Hotel,Castle Avenue,Dublin 5,,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.363774,-6.205956,,http://www.clontarfcastle.ie/,3.927390636845363,1,2426CBBF-B49D-4E69-81AB-0EC44F12681E,County Dublin,,Killester,,,91907,25,"{'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",2.0,"{'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}",16.0,230.0,3.7,10.0,"{'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}",Type 2 (Socket Only),1.0,
18564,"3 Castle Avenue, Clontarf Co.",3 Castle Avenue,Dublin,,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.36445,-6.20634,,http://carstations.com/27351,3.934483013275488,1,85F91F46-ECB2-41B8-9C3F-E4452AACA3F1,Clontarf Co.,+353 1 833 2321,,,,18440,1,"{'FormalName': 'SAE J1772-2009', 'ID': 1, 'Title': 'Type 1 (J1772)'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",2.0,"{'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}",16.0,230.0,7.0,10.0,"{'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}",Type 1 (J1772),1.0,
265764,SuperValu Kimmage,Sundrive Road,,D12 Y313,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.31955996916918,-6.291966087495894,,,3.9659183440604884,1,D8189C93-65A7-448E-A3B1-61929F25298A,,,,,,450375,33,"{'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",3.0,"{'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}",,,50.0,30.0,"{'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}",CCS (Type 2),1.0,
265764,SuperValu Kimmage,Sundrive Road,,D12 Y313,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.31955996916918,-6.291966087495894,,,3.9659183440604884,1,D8189C93-65A7-448E-A3B1-61929F25298A,,,,,,450376,2,"{'FormalName': 'IEC 62196-3 Configuration AA', 'ID': 2, 'Title': 'CHAdeMO'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",3.0,"{'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}",,,50.0,30.0,"{'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}",CCS (Type 2),1.0,
265764,SuperValu Kimmage,Sundrive Road,,D12 Y313,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.31955996916918,-6.291966087495894,,,3.9659183440604884,1,D8189C93-65A7-448E-A3B1-61929F25298A,,,,,,450377,1036,"{'FormalName': 'IEC 62196-2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 1036, 'Title': 'Type 2 (Tethered Connector) '}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",2.0,"{'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}",,,22.0,20.0,"{'Description': 'Alternating Current - Three Phase', 'ID': 20, 'Title': 'AC (Three-Phase)'}",CCS (Type 2),1.0,
265764,SuperValu Kimmage,Sundrive Road,,D12 Y313,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.31955996916918,-6.291966087495894,,,3.9659183440604884,1,D8189C93-65A7-448E-A3B1-61929F25298A,,,,,,450378,33,"{'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",3.0,"{'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}",,,150.0,30.0,"{'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}",CCS (Type 2),2.0,
265764,SuperValu Kimmage,Sundrive Road,,D12 Y313,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.31955996916918,-6.291966087495894,,,3.9659183440604884,1,D8189C93-65A7-448E-A3B1-61929F25298A,,,,,,450379,2,"{'FormalName': 'IEC 62196-3 Configuration AA', 'ID': 2, 'Title': 'CHAdeMO'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",3.0,"{'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}",,,75.0,30.0,"{'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}",CCS (Type 2),2.0,
190935,DCU The Helix,50 Albert College Park,Dublin,D09,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.386977864502654,-6.259690493422681,,,4.133638291700186,1,C9B983A5-AA47-44FF-83E5-37B54C0C6752,,,,,,308971,33,"{'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",3.0,"{'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}",,,50.0,30.0,"{'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}",CCS (Type 2),1.0,
190935,DCU The Helix,50 Albert College Park,Dublin,D09,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.386977864502654,-6.259690493422681,,,4.133638291700186,1,C9B983A5-AA47-44FF-83E5-37B54C0C6752,,,,,,308972,2,"{'FormalName': 'IEC 62196-3 Configuration AA', 'ID': 2, 'Title': 'CHAdeMO'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",3.0,"{'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}",,,50.0,30.0,"{'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}",CCS (Type 2),1.0,
190532,Mount St Annes,Temple Hall,Dublin,D14,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.31253018066704,-6.249620856127308,,,4.20510991003993,1,11B7003B-019A-4796-8726-43AF80661545,,,Milltown,,,308208,25,"{'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",2.0,"{'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}",,,22.0,20.0,"{'Description': 'Alternating Current - Three Phase', 'ID': 20, 'Title': 'AC (Three-Phase)'}",Type 2 (Socket Only),2.0,
175991,Tesco Finglas Clearwater Extra,Clearwater Shopping Centre,Dublin,,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.38310999186584,-6.296340806187004,,,4.407930576163544,1,3E3CC0DF-BE39-4636-A985-F0CE5C09DF77,Dublin,,Finglas,,,272698,25,"{'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",2.0,"{'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}",32.0,400.0,22.0,20.0,"{'Description': 'Alternating Current - Three Phase', 'ID': 20, 'Title': 'AC (Three-Phase)'}",Type 2 (Socket Only),2.0,
190533,Donnybrook Gardens,,Dublin,D04,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.31342360272831,-6.228094681167363,,,4.576212526914095,1,BB195408-C294-4182-B0D3-67B79277C22E,,,,,,308209,25,"{'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",2.0,"{'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}",,,22.0,20.0,"{'Description': 'Alternating Current - Three Phase', 'ID': 20, 'Title': 'AC (Three-Phase)'}",Type 2 (Socket Only),1.0,
175988,Tesco Artane Superstore,Kilmore Road,Dublin,,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.38317330408893,-6.2163033661565805,,https://esb.ie/ecars,4.721469145732522,1,EF2D9E24-2AB4-40D1-AF51-304D637A9450,Dublin,+353 1 258 3799 ,Artane,,,272695,25,"{'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",2.0,"{'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}",32.0,400.0,22.0,20.0,"{'Description': 'Alternating Current - Three Phase', 'ID': 20, 'Title': 'AC (Three-Phase)'}",Type 2 (Socket Only),2.0,
127831,St. Agnes Road,Crumlin,Dublin 12,,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.31948,-6.315448,,,4.977347403204287,1,064DD89A-9B46-4FAE-9ED7-7A91DB9A6DFE,County Dublin,,,,,178458,25,"{'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}",,100,"{'IsOperational': False, 'IsUserSelectable': True, 'ID': 100, 'Title': 'Not Operational'}",2.0,"{'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}",32.0,400.0,22.0,20.0,"{'Description': 'Alternating Current - Three Phase', 'ID': 20, 'Title': 'AC (Three-Phase)'}",Type 2 (Socket Only),2.0,
66832,Kincora Road,Kincora Road,Dublin 5,,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.360832,-6.183082,,,5.269998565032221,1,684F5406-A9ED-42C1-995B-6863AE0D5B5F,County Dublin,,,,,91872,25,"{'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",2.0,"{'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}",32.0,400.0,22.0,20.0,"{'Description': 'Alternating Current - Three Phase', 'ID': 20, 'Title': 'AC (Three-Phase)'}",Type 2 (Socket Only),2.0,
210366,DCC Sport and Fitness,Mellowes Road,Finglas,D11 K254,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.390076503412644,-6.306012271847635,,,5.407940730041391,1,01D6F04B-B82D-4D11-8EB3-3E99030AC8FB,,,,,,349532,33,"{'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",3.0,"{'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}",,,75.0,30.0,"{'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}",CCS (Type 2),1.0,
210366,DCC Sport and Fitness,Mellowes Road,Finglas,D11 K254,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.390076503412644,-6.306012271847635,,,5.407940730041391,1,01D6F04B-B82D-4D11-8EB3-3E99030AC8FB,,,,,,349533,2,"{'FormalName': 'IEC 62196-3 Configuration AA', 'ID': 2, 'Title': 'CHAdeMO'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",3.0,"{'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}",,,75.0,30.0,"{'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}",CCS (Type 2),1.0,
210366,DCC Sport and Fitness,Mellowes Road,Finglas,D11 K254,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.390076503412644,-6.306012271847635,,,5.407940730041391,1,01D6F04B-B82D-4D11-8EB3-3E99030AC8FB,,,,,,349534,25,"{'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",2.0,"{'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}",,,22.0,20.0,"{'Description': 'Alternating Current - Three Phase', 'ID': 20, 'Title': 'AC (Three-Phase)'}",CCS (Type 2),2.0,
189979,"UCD Belfield, Car Park 4",Car Park 4,Goatstown,D04,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.30749574987874,-6.220047850089799,,,5.4112755891329725,1,49A899E2-9593-4033-963A-AB3B7BB0919E,,,,,,306750,25,"{'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",2.0,"{'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}",,,3.7,10.0,"{'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}",Type 2 (Socket Only),2.0,
189978,Montrose Rolec Charger,Stillorgan Road,Goatstown,D04,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.30822606834576,-6.214550410742817,,,5.5326087156121035,1,3036E370-D05E-441B-8737-14F7FF3AB74C,,,,,,306749,25,"{'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",2.0,"{'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}",,,3.6,10.0,"{'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}",Type 2 (Socket Only),1.0,Token based payment
189980,Centra UCD,Centra UCD,Goatstown,D04,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.30439165224874,-6.217817226118683,,,5.7847518621760985,1,20BE609D-91AA-4271-9C12-4DB6534D212D,,,,,,306751,25,"{'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",2.0,"{'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}",,,11.0,,,Type 2 (Socket Only),2.0,
265825,Lidl Clonshaugh Road,Clonshaugh Road,,D17 KV84,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.39744395529701,-6.215881081848011,,,6.061949363278421,1,9859D15F-D60F-4B3B-944A-F28700E7CF3C,,,,,,451164,33,"{'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",3.0,"{'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}",,,50.0,30.0,"{'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}",CCS (Type 2),1.0,
265825,Lidl Clonshaugh Road,Clonshaugh Road,,D17 KV84,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.39744395529701,-6.215881081848011,,,6.061949363278421,1,9859D15F-D60F-4B3B-944A-F28700E7CF3C,,,,,,451165,2,"{'FormalName': 'IEC 62196-3 Configuration AA', 'ID': 2, 'Title': 'CHAdeMO'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",3.0,"{'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}",,,50.0,30.0,"{'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}",CCS (Type 2),1.0,
66943,Greenhills Road,Greenhills Road,Dublin,,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.316717,-6.333704,,,6.106315594778188,1,9BC16D7B-2367-482C-BBA5-F0F62C5FDCDA,County Dublin,,Greenhills,,,92018,25,"{'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",2.0,"{'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}",32.0,400.0,22.0,20.0,"{'Description': 'Alternating Current - Three Phase', 'ID': 20, 'Title': 'AC (Three-Phase)'}",Type 2 (Socket Only),2.0,
66563,Irish Rail Booterstown Dart Station,Rock Road,Dublin 4,,3,"{'ISOCode': 'IE', 'ContinentCode': 'EU', 'ID': 3, 'Title': 'Ireland'}",53.310296,-6.195844,,http://www.irishrail.ie/travel-information/booterstown,6.134054313040832,1,0090C452-B704-478C-8EA6-0836E039EA13,County Dublin,,Intake,,,91519,25,"{'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}",,50,"{'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}",2.0,"{'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}",32.0,400.0,22.0,20.0,"{'Description': 'Alternating Current - Three Phase', 'ID': 20, 'Title': 'AC (Three-Phase)'}",Type 2 (Socket Only),2.0,
